836,797
836,214
836,956
836,389
836,791
836,172
836,361
836,97
836,634
836,432
836,614
836,976
836,887
836,622
836,663
836,539
836,132
836,786
836,16
797,268
797,484
797,796
797,777
797,723
268,728
268,154
268,122
268,174
268,288
268,547
268,4
268,27
268,224
268,114
268,520
728,942
728,240
728,788
728,997
728,166
728,308
728,762
942,175
942,381
942,76
942,930
942,668
942,757
942,18
175,853
175,361
175,594
175,224
175,801
175,414
175,394
853,20
853,436
853,753
853,819
853,567
853,440
853,961
20,485
20,146
20,114
20,14
20,58
20,840
20,979
20,234
20,772
20,708
20,347
485,435
485,715
485,597
485,148
485,501
485,694
485,762
485,96
485,5
485,783
485,310
435,341
435,79
435,473
435,69
435,174
435,703
435,75
341,778
341,862
341,742
341,354
341,18
341,235
341,75
341,256
341,54
778,596
778,886
778,901
778,666
778,269
596,699
596,332
596,546
596,631
596,447
596,953
596,661
699,878
699,30
699,560
699,285
699,277
699,668
699,512
878,372
372,260
372,111
372,534
372,809
372,325
372,471
372,844
372,924
372,599
372,352
372,507
260,516
260,850
260,392
260,349
260,474
260,854
260,724
260,772
260,903
516,935
516,757
516,315
516,830
516,404
516,850
516,368
935,783
935,363
935,92
935,325
935,129
935,294
935,567
783,972
783,988
783,731
783,291
783,316
783,986
972,864
972,218
972,62
972,323
972,830
972,844
972,275
972,505
972,455
972,193
972,15
864,505
864,45
864,984
864,786
864,876
864,284
864,896
505,651
505,810
505,858
505,209
505,652
505,374
651,803
651,922
651,601
651,267
651,555
803,717
803,818
803,988
803,191
803,804
803,129
803,366
803,317
803,192
717,42
717,777
717,946
717,998
717,689
42,890
42,602
42,940
42,290
42,959
890,953
890,703
890,985
890,978
890,518
890,79
890,364
890,970
890,65
890,244
890,432
953,165
953,416
953,667
953,494
953,219
953,213
953,659
953,951
953,804
953,665
953,568
953,830
953,272
953,543
953,592
953,161
953,497
953,822
953,746
953,135
953,572
953,415
953,829
953,489
165,831
165,320
165,44
165,785
165,786
165,119
165,244
831,709
831,448
831,443
831,242
831,206
831,258
831,873
709,255
709,111
709,681
709,566
709,259
255,601
255,371
255,412
601,827
601,36
601,949
601,555
601,732
601,801
827,385
827,225
827,191
827,332
827,290
385,739
385,801
385,436
385,244
385,880
385,137
385,314
385,648
385,892
385,542
385,763
739,392
739,478
739,92
739,252
739,722
739,214
739,584
739,724
739,682
739,538
739,930
392,905
392,667
392,741
392,250
392,473
392,148
392,518
392,198
392,724
392,793
392,491
392,580
392,901
392,431
392,85
392,637
392,160
905,854
905,640
905,277
905,275
905,128
905,962
905,462
854,269
854,862
854,757
854,65
854,613
854,579
854,539
854,923
854,98
854,105
854,333
854,598
269,266
269,712
269,43
269,361
269,579
269,802
269,256
269,281
269,908
266,436
266,135
266,34
266,422
266,382
266,599
266,676
436,604
436,333
436,193
436,95
436,229
436,969
436,884
436,928
436,740
753,299
753,718
753,902
753,805
753,379
753,637
753,612
753,689
753,603
753,8
753,214
753,329
753,160
753,830
753,818
299,299
299,746
299,684
299,609
299,52
299,991
299,198
299,620
299,539
299,482
746,320
746,907
746,738
746,39
746,812
746,913
746,488
746,989
320,799
320,957
320,452
320,877
320,247
320,785
320,611
320,16
44,928
44,670
44,337
44,335
44,561
44,603
44,442
44,825
44,451
44,862
44,170
928,293
928,951
928,530
928,804
928,531
928,214
928,9
928,152
928,638
928,470
928,288
928,365
928,424
928,496
928,808
928,264
928,210
928,789
293,35
293,334
293,156
293,418
293,799
293,228
293,245
35,859
35,258
35,170
35,229
35,64
35,663
35,777
35,205
35,689
35,857
35,957
859,637
859,491
859,885
859,603
859,604
859,139
859,680
859,811
859,541
859,448
859,539
859,77
859,597
859,227
859,538
637,136
637,353
637,823
637,406
637,114
637,382
637,599
637,332
637,144
637,662
637,172
637,497
637,6
637,23
637,214
637,678
637,246
136,226
136,409
136,15
136,395
136,323
136,938
136,250
226,456
226,346
226,554
456,700
456,663
456,448
456,442
456,923
456,26
456,271
456,53
456,367
456,649
456,954
700,87
700,189
700,613
700,81
700,755
700,575
700,278
87,665
87,939
87,716
87,488
87,495
87,589
87,841
87,79
87,279
87,233
87,444
665,284
665,254
665,716
665,371
665,852
665,104
665,253
665,519
284,383
284,610
284,386
284,352
284,412
284,310
383,371
383,721
383,137
383,409
383,245
383,652
383,731
371,885
371,491
371,925
371,613
371,857
371,752
371,398
371,598
371,97
885,3
885,970
885,808
885,678
885,32
885,233
885,512
885,759
3,308
3,138
3,562
308,246
308,659
308,733
308,857
308,844
308,552
308,954
246,650
659,295
659,692
659,230
659,561
659,119
659,459
659,954
659,96
659,39
659,148
295,980
295,272
295,849
980,679
980,906
980,228
980,114
980,654
980,697
980,891
980,194
980,388
980,875
980,757
679,977
679,893
679,543
977,474
977,740
977,23
474,74
474,343
474,62
474,426
74,741
74,755
74,479
74,856
74,969
74,680
74,801
74,215
74,931
74,662
74,283
741,493
741,254
741,978
741,963
741,645
741,913
741,358
493,512
493,644
493,653
512,826
512,519
512,18
512,294
512,113
826,448
826,867
826,491
826,599
826,612
448,758
448,192
448,891
448,830
448,239
448,501
448,241
448,207
448,531
448,767
448,0
448,819
758,106
758,912
758,183
758,762
758,446
758,421
758,98
106,950
106,117
106,279
950,678
950,870
950,910
950,318
950,39
950,999
950,927
678,279
678,242
678,449
678,657
678,560
678,114
678,594
279,734
279,775
279,469
279,870
279,726
279,893
279,788
279,440
279,815
734,416
734,550
734,227
734,231
734,634
734,873
734,135
734,837
734,4
416,421
416,172
416,825
416,869
416,352
416,81
667,192
667,329
667,634
667,148
667,131
667,179
667,650
667,103
667,874
667,197
667,724
667,748
667,530
667,671
667,578
667,787
667,934
667,618
254,451
254,840
254,137
254,530
451,546
451,198
451,31
451,239
451,529
451,40
546,634
546,494
546,887
546,96
634,973
634,620
634,131
634,726
973,951
973,345
973,161
973,128
973,459
973,322
973,698
973,552
973,361
973,643
973,393
951,245
951,562
951,484
951,807
951,606
530,11
530,508
530,676
530,702
530,874
11,447
11,409
11,497
11,212
11,904
11,108
11,318
447,214
447,318
447,724
447,121
447,617
447,833
214,55
214,455
214,765
214,971
214,335
214,480
214,357
214,687
214,508
214,603
956,818
956,985
956,923
956,469
956,540
818,715
818,455
818,766
818,930
818,317
988,652
988,544
988,475
988,208
988,891
988,241
652,568
652,442
652,285
652,887
652,793
652,759
652,856
652,475
652,895
568,332
568,990
568,888
568,240
332,478
332,491
332,538
332,304
494,660
494,603
219,101
219,497
219,934
219,961
219,232
101,595
101,752
101,624
101,567
101,468
595,923
595,137
595,310
595,507
595,619
595,564
595,825
595,142
595,370
595,682
595,331
595,892
595,740
923,511
923,606
923,720
923,481
923,895
923,146
923,820
923,401
923,98
923,542
511,353
353,604
353,664
604,401
604,76
604,597
333,232
333,442
333,612
333,927
333,473
333,874
232,744
232,681
232,994
232,865
744,91
744,31
744,985
744,352
744,908
744,243
744,391
744,103
744,694
91,343
91,58
91,363
91,161
91,703
91,239
91,575
91,978
91,483
91,228
91,964
343,713
343,135
713,211
211,113
211,837
211,163
113,763
113,105
113,212
113,691
113,856
113,131
113,70
113,795
763,757
763,876
763,799
763,786
763,902
763,774
757,752
757,535
757,888
757,952
757,889
757,424
757,981
757,317
757,509
757,282
757,702
752,785
752,663
752,100
785,54
785,363
785,965
54,661
54,278
54,694
54,756
54,365
54,549
54,609
54,338
54,743
54,153
54,915
54,707
54,682
54,865
54,844
54,258
661,554
661,70
661,816
661,507
661,618
661,361
661,313
661,319
661,821
661,593
554,313
554,148
313,765
313,855
313,922
313,747
765,252
765,606
765,36
252,330
252,627
252,139
252,526
330,369
369,338
369,531
369,544
369,904
369,67
338,574
338,788
338,606
338,507
338,591
338,787
338,957
338,789
338,344
338,103
338,941
338,861
574,469
574,318
574,829
574,1
574,615
574,209
574,897
574,621
574,92
469,896
469,743
469,722
469,653
469,154
896,354
896,365
896,810
896,461
896,225
896,666
896,267
896,15
354,828
354,882
354,800
354,597
828,692
828,163
828,704
828,413
828,278
692,892
692,327
692,130
692,600
692,95
692,888
692,550
692,857
892,926
892,476
892,631
892,589
892,862
926,603
926,524
926,590
926,570
926,808
603,751
603,480
603,24
603,152
603,714
603,887
751,250
751,52
751,508
751,462
751,271
751,387
751,468
751,238
751,567
250,630
250,632
250,285
473,668
473,799
473,323
473,848
473,872
473,743
668,207
668,523
668,650
668,922
668,280
668,379
668,432
668,919
668,248
668,202
207,496
207,123
496,327
496,545
496,405
496,25
496,787
496,128
496,31
496,89
496,702
496,630
496,762
327,588
327,69
327,722
327,123
230,820
230,801
230,224
230,326
230,461
230,492
230,103
820,270
820,96
270,838
838,862
838,978
838,982
862,701
862,697
862,848
862,84
862,694
862,300
862,743
862,658
862,205
315,337
315,869
315,663
315,289
315,548
315,636
315,486
337,621
337,627
621,867
621,663
621,83
621,208
621,137
621,584
867,643
867,733
491,887
491,910
491,482
491,415
491,326
491,143
491,762
491,891
491,0
970,363
970,947
363,86
363,599
363,325
363,555
363,732
363,185
363,964
363,38
92,863
92,486
92,64
92,882
92,539
92,793
92,170
863,718
902,452
902,39
902,939
902,414
902,154
902,873
902,368
902,131
902,534
902,345
452,334
452,641
334,884
334,76
156,403
156,373
156,749
403,378
403,115
403,550
403,539
403,882
378,881
378,733
378,57
378,732
378,431
378,23
378,282
378,835
378,141
881,663
881,625
881,7
663,112
663,323
663,348
663,21
663,722
663,725
663,89
663,199
663,857
192,8
192,855
192,848
329,498
329,364
329,993
329,32
329,380
329,544
329,585
329,60
329,843
329,666
498,80
80,616
80,534
80,430
616,417
616,542
616,291
616,869
616,239
417,418
417,56
417,183
417,750
417,23
418,910
418,830
799,508
799,990
957,137
957,874
957,73
957,730
957,501
957,938
957,24
137,545
137,578
137,85
137,733
137,860
137,98
137,27
137,543
137,482
137,423
137,608
137,712
137,285
137,591
545,642
545,33
545,225
545,688
545,129
405,311
311,978
311,643
311,971
978,740
978,801
978,894
978,238
978,154
978,674
978,925
740,213
740,989
740,30
740,14
740,444
740,508
213,650
213,361
213,117
213,135
213,841
213,580
561,119
561,439
561,125
561,423
119,439
119,242
119,394
119,677
119,732
119,240
119,139
439,17
439,346
17,861
17,548
17,428
17,438
17,228
861,160
861,594
861,14
861,528
861,570
861,23
861,67
861,277
861,36
861,611
160,525
160,224
160,502
160,186
160,85
160,804
160,52
160,662
160,614
160,915
160,767
525,24
525,34
525,241
525,809
525,190
525,197
525,111
24,577
24,723
24,527
24,370
24,484
24,623
24,48
577,986
577,656
577,786
577,625
577,767
986,424
986,323
986,238
986,961
986,507
986,572
986,355
986,9
986,454
986,702
424,983
424,497
424,421
424,887
424,415
424,573
424,29
424,994
424,715
424,578
424,111
424,454
424,764
983,722
722,237
722,730
722,180
722,932
722,519
722,492
722,575
722,70
722,189
237,774
237,115
237,499
237,218
237,95
237,43
237,318
774,25
774,361
774,912
774,555
774,918
774,75
774,793
774,819
774,63
774,534
25,625
25,154
787,813
787,414
787,300
787,461
787,984
813,670
813,492
813,217
813,33
813,702
813,49
813,822
670,174
670,55
670,912
670,883
627,193
627,244
627,88
627,85
627,857
627,576
193,453
193,50
453,579
453,217
453,509
579,148
579,304
579,997
